Utah State Archives
Page View Statistics for June 2018
Utah State Archives
mwdl.org/collections/CedarCityUtahCityandCemeteryMap.php,3,3,00:04:54,0,0.00%,33.33%
mwdl.org/collections/UtahSemiCentennialCommissionBookofthePioneers.php,1,1,00:00:00,1,100.00%,100.00%
www.mwdl.org/collections/UtahDivisionofCorporationsincorporationcasefilesindex1981.php,1,1,00:00:00,1,100.00%,100.00%
www.mwdl.org/collections/UtahGovernorArthurLThomas18891893Correspondence.php,1,1,00:00:00,1,100.00%,100.00%

Page View Statistics for May 2018
Utah State Archives
mwdl.org/collections/UtahDivisionofAnimalIndustryBrandBooks.php,5,3,00:00:28,2,0.00%,20.00%
www.mwdl.org/collections/UtahDivisionofAnimalIndustryBrandBooks.php,3,3,00:00:29,1,0.00%,66.67%
mwdl.org/collections/SaltLakeCityUtahFireDepartmentPhotographs.php,2,2,00:00:21,0,0.00%,0.00%
mwdl.org/collections/SaltLakeCityUTTaxAssessmentRolls.php,2,2,00:00:08,0,0.00%,0.00%
mwdl.org/collections/UtahGovernorArthurLThomas18891893Correspondence.php,2,1,00:00:32,1,0.00%,50.00%
mwdl.org/collections/UtahOfficeofVitalRecordsandStatisticsDeathCertificates19051958.php,2,1,00:00:36,0,0.00%,50.00%
mwdl.org/collections/UtahStatehoodConstitutionalConvention1895Records.php,2,1,00:00:16,0,0.00%,0.00%
mwdl.org/collections/CedarCityUtahCityandCemeteryMap.php,1,1,00:00:01,1,0.00%,0.00%
mwdl.org/collections/CrimeinUtahCollection.php,1,1,00:00:00,0,0.00%,100.00%
www.mwdl.org/collections/UtahDepartmentofTransportationOfficialPhotographsIndex.php,1,1,00:01:09,0,0.00%,0.00%
www.mwdl.org/collections/UtahFifthDistrictBeaverCountyCaseIndexes.php,1,1,00:00:33,0,0.00%,0.00%
www.mwdl.org/collections/UtahGovernorArthurLThomas18891893Correspondence.php,1,1,00:00:00,1,100.00%,100.00%
www.mwdl.org/collections/UtahGovernorBrighamYoung18501857SpecialElectionProclamation.php,1,1,00:00:09,0,0.00%,0.00%
www.mwdl.org/collections/UtahGovernorJonMHuntsman20052009Schedule.php,1,1,00:01:06,0,0.00%,0.00%
www.mwdl.org/collections/UtahGovernorScottMMatheson19771984CommitteeonExecutiveReorganization1978.php,1,1,00:03:42,0,0.00%,0.00%
www.mwdl.org/collections/UtahLegislatureCommissionontheOrganizationoftheExecutiveBranchoftheGovernment1966.php,1,1,00:00:44,0,0.00%,0.00%
www.mwdl.org/collections/UtahSecondDistrictCourtJohnDLeeCriminalCaseFile.php,1,1,00:01:01,0,0.00%,0.00%
Utah Department of Administrative Services - Division of Administrative Rules
www.mwdl.org/collections/UtahAdministrativeCode.php,1,1,00:00:00,1,100.00%,100.00%

Page View Statistics for April 2018
Utah State Archives
mwdl.org/collections/WheelerHistoricFarmPhotographs.php,2,2,00:00:23,0,0.00%,0.00%
mwdl.org/collections/OgdenUtahCityRecorderMayorsPhotographs.php,1,1,00:00:54,0,0.00%,0.00%
www.mwdl.org/collections/SanpeteCountyUtahCountyClerkBirthRegister.php,1,1,00:00:12,1,0.00%,0.00%
www.mwdl.org/collections/SanpeteCountyUtahCountyClerkDeathRegister.php,1,1,00:00:00,0,0.00%,100.00%
www.mwdl.org/collections/UtahDepartmentofTransportationOfficialPhotographsIndex.php,1,1,00:00:06,0,0.00%,0.00%
www.mwdl.org/collections/UtahDivisionofCorporationsincorporationcasefilesindex1981.php,1,1,00:00:00,1,100.00%,100.00%
www.mwdl.org/collections/UtahGovernorScottMMatheson19771984CommitteeonExecutiveReorganization1978.php,1,1,00:00:45,0,0.00%,0.00%
www.mwdl.org/collections/UtahStatehoodConstitutionalConventionStateConstitution.php,1,1,00:00:00,1,100.00%,100.00%
www.mwdl.org/collections/UtahStateRecordsCommitteeMinutes19922009.php,1,1,00:00:00,1,100.00%,100.00%


