Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
mwdl.org/collections/2302.php,6,5,00:03:47,2,50.00%,50.00%,$0.00
mwdl.org/partners/102.php,6,4,00:01:05,1,100.00%,50.00%,$0.00
mwdl.org/partners/105.php,6,6,00:00:20,5,100.00%,83.33%,$0.00
slack.mwdl.org/index.php,6,6,00:00:00,6,100.00%,100.00%,$0.00
test.mwdl.org/NewSite/collections/pCollections.php,6,5,00:00:17,0,0.00%,33.33%,$0.00
mwdl.org/collections/1016.php,5,4,00:00:10,4,75.00%,80.00%,$0.00
mwdl.org/collections/1029.php,5,5,00:02:15,3,100.00%,80.00%,$0.00
mwdl.org/collections/1068.php,5,2,00:01:15,1,0.00%,40.00%,$0.00
mwdl.org/collections/1085.php,5,2,00:00:36,1,0.00%,20.00%,$0.00
mwdl.org/collections/1103.php,5,5,00:00:00,4,100.00%,100.00%,$0.00
mwdl.org/collections/1246.php,5,2,00:00:43,0,0.00%,20.00%,$0.00
mwdl.org/collections/1500.php,5,5,00:01:51,4,100.00%,80.00%,$0.00
mwdl.org/collections/1649.php,5,4,00:00:19,3,100.00%,60.00%,$0.00
mwdl.org/collections/1825.php,5,3,00:00:51,2,50.00%,40.00%,$0.00
mwdl.org/collections/1834.php,5,5,00:00:00,5,100.00%,100.00%,$0.00
mwdl.org/collections/1849.php,5,5,00:00:06,2,100.00%,80.00%,$0.00
mwdl.org/collections/1941.php,5,5,00:00:21,0,0.00%,20.00%,$0.00
mwdl.org/collections/2029.php,5,3,00:01:46,0,0.00%,20.00%,$0.00
mwdl.org/collections/2134.php,5,4,00:00:10,0,0.00%,0.00%,$0.00
mwdl.org/collections/2146.php,5,2,00:02:03,2,0.00%,40.00%,$0.00
mwdl.org/collections/2179.php,5,3,00:00:16,0,0.00%,0.00%,$0.00
mwdl.org/collections/2277.php,5,3,00:00:02,1,100.00%,40.00%,$0.00
mwdl.org/collections/2290.php,5,3,00:02:11,3,66.67%,60.00%,$0.00
mwdl.org/collections/2297.php,5,5,00:07:42,1,100.00%,80.00%,$0.00
mwdl.org/maps/maps.php,5,4,00:00:18,2,100.00%,40.00%,$0.00
mwdl.org/partners/103.php,5,5,00:00:25,4,100.00%,80.00%,$0.00
mwdl.org/partners/111.php,5,4,00:00:23,3,66.67%,60.00%,$0.00
mwdl.org/partners/121.php,5,3,00:03:24,2,100.00%,40.00%,$0.00
mwdl.org/partners/131.php,5,4,00:00:03,1,100.00%,40.00%,$0.00
mwdl.org/partners/206.php,5,4,00:00:14,4,75.00%,80.00%,$0.00
mwdl.org/partners/369.php,5,1,00:00:09,0,0.00%,0.00%,$0.00
test.mwdl.org/NewSite/collections/AmericanForkCityUTRoyalty.php,5,1,00:00:14,0,0.00%,0.00%,$0.00
test.mwdl.org/NewSite/collections/DialogueAJournalofMormonThought.php,5,5,00:00:25,0,0.00%,0.00%,$0.00
www.mwdl.org/aboutCollections.php,5,4,00:05:00,0,0.00%,40.00%,$0.00
www.mwdl.org/collections/2155.php,5,4,00:00:30,4,75.00%,80.00%,$0.00
mwdl.org/aboutCollections.php/byInstitution/17?sortId=&recordsPage=16,4,2,00:06:42,2,50.00%,50.00%,$0.00
mwdl.org/collections/1031.php,4,2,00:00:44,2,50.00%,50.00%,$0.00
mwdl.org/collections/1032.php,4,2,00:00:47,1,0.00%,0.00%,$0.00
mwdl.org/collections/1064.php,4,2,00:01:09,1,0.00%,25.00%,$0.00
mwdl.org/collections/1065.php,4,4,00:00:20,4,75.00%,75.00%,$0.00
mwdl.org/collections/1093.php,4,2,00:05:40,1,100.00%,25.00%,$0.00
mwdl.org/collections/1113.php,4,3,00:00:55,3,66.67%,75.00%,$0.00
mwdl.org/collections/1123.php,4,4,00:00:16,3,100.00%,75.00%,$0.00
mwdl.org/collections/1133.php,4,2,00:01:23,2,50.00%,50.00%,$0.00
mwdl.org/collections/1154.php,4,2,00:01:53,1,0.00%,25.00%,$0.00
mwdl.org/collections/1201.php,4,2,00:00:13,0,0.00%,0.00%,$0.00
mwdl.org/collections/1243.php,4,2,00:02:50,0,0.00%,25.00%,$0.00
mwdl.org/collections/1249.php,4,3,00:00:19,3,66.67%,50.00%,$0.00
mwdl.org/collections/1272.php,4,2,00:00:19,1,0.00%,25.00%,$0.00
mwdl.org/collections/1279.php,4,3,00:00:21,2,50.00%,75.00%,$0.00
mwdl.org/collections/1281.php,4,3,00:06:28,2,100.00%,75.00%,$0.00
mwdl.org/collections/1300.php,4,4,00:00:09,2,100.00%,50.00%,$0.00
mwdl.org/collections/1603.php,4,2,00:01:06,2,0.00%,0.00%,$0.00
mwdl.org/collections/1622.php,4,2,00:02:12,1,0.00%,25.00%,$0.00
mwdl.org/collections/1626.php,4,3,00:01:34,3,66.67%,75.00%,$0.00
mwdl.org/collections/1642.php,4,2,00:00:15,1,100.00%,25.00%,$0.00
mwdl.org/collections/1660.php,4,1,00:00:29,1,0.00%,25.00%,$0.00
mwdl.org/collections/2038.php,4,3,00:00:28,0,0.00%,0.00%,$0.00
mwdl.org/collections/2095.php,4,3,00:00:13,0,0.00%,25.00%,$0.00
mwdl.org/collections/2180.php,4,2,00:00:11,1,100.00%,50.00%,$0.00
mwdl.org/events/mwdlServiceHubDPLA.php,4,3,00:00:04,2,50.00%,75.00%,$0.00
mwdl.org/getinvolved/becomePartner.php,4,3,00:00:30,0,0.00%,0.00%,$0.00
mwdl.org/index.php?afterTimeout=6FCB15D3E0EB7F6DD65C9B309459A109&vid=MWDL,4,1,00:00:10,1,0.00%,25.00%,$0.00
test.mwdl.org/getinvolved/becomeMember.php,4,2,00:00:46,1,0.00%,0.00%,$0.00
test.mwdl.org/NewSite/collections/aCollections.php,4,3,00:00:40,0,0.00%,25.00%,$0.00
test.mwdl.org/NewSite/collections/DardHunterBookCollection.php,4,2,00:00:07,0,0.00%,25.00%,$0.00
test.mwdl.org/NewSite/partners/WeberStateUniversityStewartLibrary.php,4,2,00:00:06,0,0.00%,0.00%,$0.00
www.mwdl.org/getinvolved/getinvolved.php,4,2,00:00:09,1,0.00%,25.00%,$0.00
mwdl.org/about/dcc.php,3,3,00:00:00,3,100.00%,100.00%,$0.00
mwdl.org/about/featured.php,3,3,00:00:00,3,100.00%,100.00%,$0.00
mwdl.org/aboutCollections.php/byInstitution/collections/1607.php,3,1,00:00:06,0,0.00%,0.00%,$0.00
mwdl.org/collections/1002.php,3,2,00:02:27,0,0.00%,33.33%,$0.00
mwdl.org/collections/1005.php,3,2,00:00:30,2,50.00%,66.67%,$0.00
mwdl.org/collections/1040.php,3,3,00:00:19,2,100.00%,66.67%,$0.00
mwdl.org/collections/1054.php,3,2,00:02:48,0,0.00%,33.33%,$0.00
mwdl.org/collections/1067.php,3,1,00:00:38,1,0.00%,0.00%,$0.00
mwdl.org/collections/1096.php,3,1,00:00:53,1,0.00%,33.33%,$0.00
mwdl.org/collections/1109.php,3,3,00:00:57,2,100.00%,66.67%,$0.00
mwdl.org/collections/1110.php,3,2,00:00:38,2,50.00%,66.67%,$0.00
mwdl.org/collections/1132.php,3,2,00:02:10,1,0.00%,66.67%,$0.00
mwdl.org/collections/1158.php,3,3,00:00:00,3,100.00%,100.00%,$0.00
mwdl.org/collections/1168.php,3,3,00:00:00,3,100.00%,100.00%,$0.00
mwdl.org/collections/1182.php,3,2,00:01:02,0,0.00%,0.00%,$0.00
mwdl.org/collections/1183.php,3,3,00:00:23,2,100.00%,66.67%,$0.00
mwdl.org/collections/1190.php,3,2,00:00:30,1,0.00%,0.00%,$0.00
mwdl.org/collections/1216.php,3,3,00:00:39,0,0.00%,33.33%,$0.00
mwdl.org/collections/1220.php,3,2,00:00:15,1,0.00%,66.67%,$0.00
mwdl.org/collections/1240.php,3,2,00:12:51,2,50.00%,66.67%,$0.00
mwdl.org/collections/1257.php,3,1,00:00:26,0,0.00%,0.00%,$0.00
mwdl.org/collections/1308.php,3,3,00:00:39,1,100.00%,66.67%,$0.00
mwdl.org/collections/1315.php,3,2,00:04:15,1,0.00%,33.33%,$0.00
mwdl.org/collections/1545.php,3,3,00:01:11,1,100.00%,33.33%,$0.00
mwdl.org/collections/1628.php,3,3,00:00:00,3,100.00%,100.00%,$0.00
mwdl.org/collections/1785.php,3,2,00:02:56,2,50.00%,66.67%,$0.00
mwdl.org/collections/1801.php,3,2,00:00:07,2,0.00%,33.33%,$0.00
mwdl.org/collections/1811.php,3,3,00:00:00,3,100.00%,100.00%,$0.00
mwdl.org/collections/1828.php,3,3,00:00:00,3,100.00%,100.00%,$0.00
mwdl.org/collections/1858.php,3,3,00:00:00,3,100.00%,100.00%,$0.00
mwdl.org/collections/1864.php,3,2,00:01:06,1,0.00%,66.67%,$0.00
mwdl.org/collections/1865.php,3,1,00:00:17,1,0.00%,0.00%,$0.00
mwdl.org/collections/1923.php,3,1,00:00:20,0,0.00%,0.00%,$0.00
mwdl.org/collections/1949.php,3,3,00:00:05,2,100.00%,66.67%,$0.00
mwdl.org/collections/2014.php,3,2,00:02:33,0,0.00%,33.33%,$0.00
mwdl.org/collections/2027.php,3,2,00:00:59,2,50.00%,66.67%,$0.00
