Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?indx=11&pageNumberComingFrom=2&vl(35820410UI1)=lsr13&vl(35821425UI2)=all_items&vl(12791079UI0)=any&indx=11&vl(1UI0)=contains&vid=MWDL&vl(boolOperator1)=AND&vl(boolOperator0)=AND&vl(42535446UI3)=all_items&vl(freeText1)=Utah State Historical Society Classified Photograph Collection&vl(freeText0)=EMIGRATION CANYON&dstmp=1522354777901,11,1,00:00:12,0,0.00%,0.00%,$0.00
"utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?pageNumberComingFrom=18&indx=171&vl(1UI0)=contains&scp.scps=scope:(mw)&vid=MWDL&vl(freeText0)=alta, utah&dstmp=1522186102795",11,1,00:00:25,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?scp.scps=scope:(mw)&vid=MWDL&indx=1&vl(35820410UI1)=lsr13&vl(freeText1)=Idaho+State+Historical+Society+Browsing+Photographs,11,9,00:00:20,6,33.33%,45.45%,$0.00
www.mwdl.org/getinvolved/getinvolved.php,11,8,00:02:44,1,0.00%,9.09%,$0.00
mwdl.org/collections/1006.php,10,6,00:02:16,6,50.00%,60.00%,$0.00
mwdl.org/collections/1037.php,10,9,00:00:26,8,87.50%,80.00%,$0.00
mwdl.org/collections/1105.php,10,4,00:01:05,4,75.00%,30.00%,$0.00
mwdl.org/getinvolved/becomeMember.php,10,8,00:02:38,0,0.00%,30.00%,$0.00
mwdl.org/getinvolved/guidelines.php,10,7,00:05:36,2,100.00%,40.00%,$0.00
mwdl.org/maps/maps.php,10,7,00:01:06,3,33.33%,20.00%,$0.00
mwdl.org/partners/121.php,10,8,00:04:02,2,100.00%,30.00%,$0.00
mwdl.org/partners/206.php,10,7,00:00:20,7,57.14%,70.00%,$0.00
mwdl.org/partners/288.php,10,7,00:00:24,7,71.43%,70.00%,$0.00
mwdl.org/portals/ir_portal.php,10,6,00:00:53,1,100.00%,20.00%,$0.00
