age,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
mwdl.org/collections/1279.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
mwdl.org/collections/1628.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
mwdl.org/collections/2156.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
mwdl.org/collections/2164.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
mwdl.org/collections/AlfredGEricksonPhotographCollection.php,1,1,00:00:16,1,0.00%,0.00%,$0.00
mwdl.org/collections/AmericanFolkloreSocietyPapers.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/AngelusStudiophotographs1880s1940s.php,1,1,00:00:10,0,0.00%,0.00%,$0.00
mwdl.org/collections/ArborglyphsonPeavine.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/BensonInstituteTheses.php,1,1,00:00:06,0,0.00%,0.00%,$0.00
mwdl.org/collections/BrighamYoungUniversityFamilyHistorian.php,1,1,00:00:15,0,0.00%,0.00%,$0.00
mwdl.org/collections/BrighamYoungUniversityIdahoCampus.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/CharlesSaladinoLandscapeArchitectureCollection.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/ClowardCollectionofWesternAmericanArt.php,1,1,00:00:01,0,0.00%,0.00%,$0.00
mwdl.org/collections/DaughtersoftheUtahPioneersKaysvilleUTPhillipsCampBiographies.php,1,1,00:00:02,0,0.00%,0.00%,$0.00
mwdl.org/collections/DepartmentofHeritageandArtsClassifiedPhotographCollection.php,1,1,00:00:02,0,0.00%,0.00%,$0.00
mwdl.org/collections/DixieNationalForestUTPhotographs.php,1,1,00:00:01,0,0.00%,0.00%,$0.00
mwdl.org/collections/EdithIrvine.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/EdwardFRhodenbaugh.php,1,1,00:00:13,0,0.00%,0.00%,$0.00
mwdl.org/collections/EmeryCountyUTHistoryPhotographs.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/FifeSlideCollectionofWesternUSVernacularArchitecture.php,1,1,00:00:02,0,0.00%,0.00%,$0.00
mwdl.org/collections/GreatBasinMuseumCollection.php,1,1,00:00:01,0,0.00%,0.00%,$0.00
mwdl.org/collections/GreenRiverLaunchComplexUSAirForce.php,1,1,00:00:00,0,0.00%,0.00%,$0.00
mwdl.org/collections/HistoryinYourAttic.php,1,1,00:00:16,0,0.00%,0.00%,$0.00
mwdl.org/collections/HistoryofMonacoPrimaryDocuments.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/IdahoWilderness.php,1,1,00:01:54,0,0.00%,0.00%,$0.00
mwdl.org/collections/JamesCloutierCollection.php,1,1,00:00:10,0,0.00%,0.00%,$0.00
mwdl.org/collections/JClaytonTullisUtahStateCapitolCollection.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/JosephEllisJohnsonPapers.php,1,1,00:00:01,1,0.00%,0.00%,$0.00
mwdl.org/collections/JournalofDiscourses.php,1,1,00:00:00,0,0.00%,0.00%,$0.00
mwdl.org/collections/JustPassinThroughTheLincolnandVictoryHighwaysinNevada.php,1,1,00:01:51,0,0.00%,0.00%,$0.00
mwdl.org/collections/KathleenKittyGurnsey.php,1,1,00:00:04,0,0.00%,0.00%,$0.00
mwdl.org/collections/KUEDTopazRelocationCenterResidentsCollection.php,1,1,00:06:31,0,0.00%,0.00%,$0.00
mwdl.org/collections/LesbianIntentionalCommunityRuthMountaingroveb1923photographs.php,1,1,00:01:07,0,0.00%,0.00%,$0.00
mwdl.org/collections/LoganPublicLibraryLoganUtahDigitalCollection.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/LymanWilburAfghanistan.php,1,1,00:00:09,0,0.00%,0.00%,$0.00
mwdl.org/collections/MiltJolleyPhotographs.php,1,1,00:00:02,1,0.00%,0.00%,$0.00
mwdl.org/collections/MormonPacificHistoricalSociety.php,1,1,00:00:03,0,0.00%,0.00%,$0.00
mwdl.org/collections/MS002VictorArlandCollection.php,1,1,00:00:11,0,0.00%,0.00%,$0.00
mwdl.org/collections/MS017CharlesRappCollection.php,1,1,00:00:03,0,0.00%,0.00%,$0.00
mwdl.org/collections/MS331WilliamClark.php,1,1,00:00:06,0,0.00%,0.00%,$0.00
mwdl.org/collections/MS5CodyLocalHistoryCollection.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/NeuroOphthalmologyWilliamFHoytCollection.php,1,1,00:00:13,0,0.00%,0.00%,$0.00
mwdl.org/collections/OgdenUtahCityRecorderMayorsPhotographs.php,1,1,00:00:54,0,0.00%,0.00%,$0.00
mwdl.org/collections/OremUTHeritageMuseum.php,1,1,00:00:07,0,0.00%,0.00%,$0.00
mwdl.org/collections/ParkCityUTHistoricalSocietyandMuseumCollection.php,1,1,00:01:35,0,0.00%,0.00%,$0.00
mwdl.org/collections/PeteCennarusaCollection.php,1,1,00:00:14,0,0.00%,0.00%,$0.00
mwdl.org/collections/ProvoUTHistoricalImages.php,1,1,00:01:42,0,0.00%,0.00%,$0.00
mwdl.org/collections/SagaoftheSanpitch.php,1,1,00:00:04,0,0.00%,0.00%,$0.00
mwdl.org/collections/TrailsofHopeOverlandDiariesandLetters18461869.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/TrailsofHopeOverlandMaps18461869.php,1,1,00:00:05,0,0.00%,0.00%,$0.00
mwdl.org/collections/UniversityofUtahArchivesPhotographCollection.php,1,1,00:01:21,0,0.00%,0.00%,$0.00
mwdl.org/collections/UniversityofUtahHealthSciencesPhotographCollection.php,1,1,00:00:48,0,0.00%,0.00%,$0.00
mwdl.org/collections/UniversityofUtahThesesandDissertations1.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/UOArchivesPhotographs.php,1,1,00:00:08,0,0.00%,0.00%,$0.00
mwdl.org/collections/UtahMuseumofContemporaryArtCollection.php,1,1,00:00:22,0,0.00%,0.00%,$0.00
mwdl.org/collections/UtahTechnicalCollegeYearbooks.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/VonDelChamberlainCulturalAstronomyCollection.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/WesternWatersAudioVideoCollection.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/WesternWatersTreatiesandCompacts.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/WesternWritersSeriesDigitalEditions.php,1,1,00:00:25,0,0.00%,0.00%,$0.00
mwdl.org/collections/WestminsterCollegeInstitutionalRepository.php,1,1,00:00:32,0,0.00%,0.00%,$0.00
mwdl.org/collections/WilliamEBorah.php,1,1,00:00:34,0,0.00%,0.00%,$0.00
mwdl.org/collections/WilliamRPalmerPhotographs.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/collections/WomensWalkHonoringtheWomenofUtah.php,1,1,00:00:03,0,0.00%,0.00%,$0.00
mwdl.org/events/buildingOnlineExhibits2.php,1,1,00:00:15,0,0.00%,0.00%,$0.00
mwdl.org/events/events.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
mwdl.org/events/plpworkshop.php,1,1,00:08:41,0,0.00%,0.00%,$0.00
mwdl.org/getinvolved/mwdl_discover.php,1,1,00:00:31,0,0.00%,0.00%,$0.00
mwdl.org/index.php/policy,1,1,00:00:00,1,100.00%,100.00%,$0.00
mwdl.org/maps/map_states.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
mwdl.org/OldSite/collections/1129.php,1,1,00:01:16,0,0.00%,0.00%,$0.00
mwdl.org/partners/102.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
mwdl.org/partners/128.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
mwdl.org/partners/BrighamYoungUniversity.php,1,1,00:02:41,0,0.00%,0.00%,$0.00
mwdl.org/partners/BrighamYoungUniversityHawaii.php,1,1,00:00:43,0,0.00%,0.00%,$0.00
mwdl.org/partners/DaughtersoftheUtahPioneersSpringvilleUT.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/partners/DeltaUTCityLibrary.php,1,1,00:00:18,0,0.00%,0.00%,$0.00
mwdl.org/partners/EmeryCountyUTArchives.php,1,1,00:00:06,1,0.00%,0.00%,$0.00
mwdl.org/partners/NorthLoganCityUTLibrary.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
mwdl.org/partners/TopazMuseumDeltaUT.php,1,1,00:00:00,0,0.00%,0.00%,$0.00
mwdl.org/partners/UniversityofNevadaLasVegasUniversityLibraries.php,1,1,00:02:11,0,0.00%,0.00%,$0.00
mwdl.org/partners/UniversityofNevadaRenoUniversityLibraries.php,1,1,00:00:04,0,0.00%,0.00%,$0.00
mwdl.org/partners/UniversityofUtahSpencerSEcclesHealthSciencesLibrary.php,1,1,00:00:01,0,0.00%,0.00%,$0.00
mwdl.org/partners/UtahStateArchives.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
test.mwdl.org/collections/OremUTHeritageMuseum.php,1,1,00:03:08,0,0.00%,0.00%,$0.00
www.mwdl.org/ampcollections/AmericanForkCityUTRoyalty.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/ampcollections/ColoradoRiverbedCase.php,1,1,00:00:11,0,0.00%,0.00%,$0.00
www.mwdl.org/ampcollections/DaughtersoftheUtahPioneersCedarCityUT.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/ampcollections/EuropeanPerformanceArts16001899.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/ampcollections/FrankCallPhotographCollection19091911.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/ampcollections/FrankLloydWrightWasmuthPortfolio.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/ampcollections/JournalofDiscourses.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/ampcollections/MorganCountyHistoricalSocietyComoSpringsResort.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/ampcollections/MS007GeorgeArmstrongCusterCollection.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/ampcollections/OremUTSchoolYearbooks.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/ampcollections/SouthwestUtahLivestockAssociation.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/amppartners/GreatBasinNationalHeritagePartnership.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/amppartners/GreenRiverUTPublicLibrary.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/amppartners/NorthBinghamCountyIDDistrictLibrary.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/amppartners/TooeleUTCityLibrary.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/amppartners/UniversityofUtahSpencerSEcclesHealthSciencesLibrary.php,1,1,00:00:10,1,0.00%,0.00%,$0.00
www.mwdl.org/amppartners/UtahStateArchives.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/amppartners/UtahStateUniversityMerrillCazierLibrary.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/amppartners/WeberStateUniversityStewartLibrary.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/AmericanForkCityUTRoyalty.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/BearRiverWatershedHistoricalCollection.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/BrighamYoungUniversityScholarsArchiveFolkloreProjects.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/DailyEnquirerProvoUT1.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/DialogueAJournalofMormonThought.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
www.mwdl.org/collections/EllisReynoldsShippPapers.php,1,1,00:00:05,1,0.00%,0.00%,$0.00
www.mwdl.org/collections/EmeryCountyUTHistoryPhotographs.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/EverettLCooleyOralHistoryProject.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/FifeSlideCollectionofWesternUSVernacularArchitecture.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/GeorgeCannonYoungArchitecture.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/GreenRiverLaunchComplexUSAirForce.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/GrouseCreekCulturalSurveyMormonBuckarooTerritory1985.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/HiddenWaterASurveyofSaltLakeValleyUTSurfaceWater.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/HistoricAerialPhotographsofEarlyNevada.php,1,1,00:00:06,0,0.00%,0.00%,$0.00
www.mwdl.org/collections/HistoricalAmericanForkUT.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/HistoryinYourAttic.php,1,1,00:00:04,1,0.00%,0.00%,$0.00
www.mwdl.org/collections/IronCountyUTExtensionOfficePhotographs.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/JohnWesleyPowellCollection.php,1,1,00:01:24,0,0.00%,0.00%,$0.00
www.mwdl.org/collections/JustPassinThroughTheLincolnandVictoryHighwaysinNevada.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
www.mwdl.org/collections/KarlBodmerAquatintCollection.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/KUEDTopazRelocationCenterResidentsCollection.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/LandUseTransportationScenarioPlanning.php,1,1,00:00:08,0,0.00%,0.00%,$0.00
www.mwdl.org/collections/LesbianIntentionalCommunityRuthMountaingroveb1923photographs.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/LoganCanyonReflections.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/MarriageandFamilies.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
www.mwdl.org/collections/MS006WilliamFCodyScrapbooksMS63776.php,1,1,00:00:02,0,0.00%,0.00%,$0.00
www.mwdl.org/collections/MS010CountOttoFrancVonLichtensteinCollection.php,1,1,00:01:14,0,0.00%,0.00%,$0.00
www.mwdl.org/collections/MS034SchuylerHartleyandGraham.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/NeuroOphthalmologyIreneELoewenfeldCollection.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/NevadainMaps.php,1,1,00:00:08,0,0.00%,0.00%,$0.00
www.mwdl.org/collections/OgdenBuildingsbyStreet.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
www.mwdl.org/collections/OgdenStockyardsPhotographsMemorabiliaandOralHIstories.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/PracticingMedicineAHistoricalGlimpseatUtahandBeyond.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
www.mwdl.org/collections/SaltLakeCityPublicLibrarySpecialCollections.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
www.mwdl.org/collections/SanbornFireInsuranceMaps.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/SanpeteCountyUtahCountyClerkBirthRegister.php,1,1,00:00:12,1,0.00%,0.00%,$0.00
www.mwdl.org/collections/SanpeteCountyUtahCountyClerkDeathRegister.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
www.mwdl.org/collections/SouthwestUtahLivestockAssociation.php,1,1,00:00:05,0,0.00%,0.00%,$0.00
www.mwdl.org/collections/TannerTrustBookCollection.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/TrailsofHopeOverlandDiariesandLetters18461869.php,1,1,00:00:09,0,0.00%,0.00%,$0.00
www.mwdl.org/collections/TrailsofHopeOverlandImages18461869.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
www.mwdl.org/collections/TrailsofHopeOverlandMaps18461869.php,1,1,00:00:20,0,0.00%,0.00%,$0.00
www.mwdl.org/collections/UtahAmericanIndianDigitalArchive.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/UtahDepartmentofTransportationOfficialPhotographsIndex.php,1,1,00:00:06,0,0.00%,0.00%,$0.00
www.mwdl.org/collections/UtahDivisionofCorporationsincorporationcasefilesindex1981.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/UtahGovernorScottMMatheson19771984CommitteeonExecutiveReorganization1978.php,1,1,00:00:45,0,0.00%,0.00%,$0.00
www.mwdl.org/collections/UtahParksCompanyEmployeePhotographs.php,1,1,00:07:16,0,0.00%,0.00%,$0.00
www.mwdl.org/collections/UtahsMostElusiveHardtoFindGovernmentandScientificReports.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/UtahStatehoodConstitutionalConventionStateConstitution.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/UtahStateRecordsCommitteeMinutes19922009.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/collections/WeberNormalCollegeYearbooks19191923.php,1,1,00:00:14,1,0.00%,0.00%,$0.00
www.mwdl.org/collections/WeberStateYearbook1905to1982.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
www.mwdl.org/collections/WestminsterCollegeTextualWorksCollection.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/dpla/about_dpla.php,1,1,00:00:10,1,0.00%,0.00%,$0.00
www.mwdl.org/getinvolved/becomePartner.php,1,1,00:00:37,0,0.00%,0.00%,$0.00
www.mwdl.org/partners/BrighamYoungUniversityHaroldBLeeLibrary.php,1,1,00:01:40,1,0.00%,0.00%,$0.00
www.mwdl.org/partners/BrighamYoungUniversityHawaii.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/partners/BrighamYoungUniversityIdaho.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/partners/BuffaloBillCenteroftheWestMcCrackenResearchLibrary.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
www.mwdl.org/partners/DepartmentofHeritageandArts.php,1,1,00:00:03,0,0.00%,0.00%,$0.00
www.mwdl.org/partners/SaltLakeCommunityCollegeLibraries.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/partners/UniversityofNevadaRenoUniversityLibraries.php,1,1,00:00:04,0,0.00%,0.00%,$0.00
www.mwdl.org/partners/UniversityofUtahSpencerSEcclesHealthSciencesLibrary.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/partners/UtahCouncilofLandSurveyors.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
www.mwdl.org/partners/UtahDepartmentofAdministrativeServicesDivisionofAdministrativeRules.php,1,1,00:00:00,1,100.00%,100.00%,$0.00
